p2_p0[2];0.95278565
p8_p6[2];0.953056571
gy_comp[3];0.954196458
gy_2s_comp[4];0.955513627
abs_gy[6];0.957300301
gy_2s_comp[2];0.960401767
gy_comp[4];0.961593024
gx_2s_comp[3];0.965336831
p1_p7[0];0.96672586
center_3[1];0.96672586
abs_gx[4];0.967086006
abs_gx[6];0.967319217
gx_2s_comp[2];0.967930299
center_4[1];0.96793314
center_tm[1];0.96793314
gy_comp[2];0.968079106
gy_2s_comp[5];0.969219435
center_1[1];0.969608377
p5_p3[0];0.969608377
abs_gy[7];0.96996614
p0_p6[1];0.970486173
center_2[1];0.970497035
center_rm[1];0.970497035
p2_p8[1];0.970617693
gy[1];0.970700841
gy_temp[1];0.970700841
abs_gx[5];0.971279098
gy_comp[5];0.971425974
gx[1];0.971923381
gx_temp[1];0.971923381
sum[1];0.972543873
abs_gy[1];0.973040037
abs_gx[1];0.974348681
p2_p0[1];0.97447963
gx_comp[3];0.974513282
gx_comp[2];0.974906975
p8_p6[1];0.975121941
gy_2s_comp[6];0.97831638
gy_comp[1];0.978932913
gy_comp[6];0.979030824
gy_2s_comp[1];0.980370105
abs_gx[7];0.9804573
sum[8];0.980617103
gx_2s_comp[4];0.981599939
gx_2s_comp[1];0.981809729
gx_comp[1];0.982055672
p2_p8[0];0.983897015
center_4[0];0.983979832
gy[0];0.983979832
gy_temp[0];0.983979832
center_tm[0];0.983979832
p0_p6[0];0.984064906
gx_2s_comp[6];0.984386827
gx_comp[4];0.98449102
center_2[0];0.984711189
gx[0];0.984711189
center_rm[0];0.984711189
gx_temp[0];0.984711189
gx_comp[6];0.98484972
gx_2s_comp[5];0.984933986
p2_p0[0];0.98518801
p8_p6[0];0.985280433
gx_comp[5];0.98601561
abs_gx[0];0.986850179
abs_gy[0];0.986850179
gy_2s_comp[7];0.987220718
gy_comp[7];0.987526439
gy_2s_comp[0];0.989672035
gx_2s_comp[7];0.989706737
gx_2s_comp[0];0.989989558
gx_comp[7];0.990071416
gy_comp[0];0.990158273
gx_comp[0];0.990855051
gy_2s_comp[8];0.999774189
abs_gy[8];0.999774189
gx_2s_comp[8];0.999950644
abs_gx[8];0.999950644
center_4[9];1
gx_2s_comp[10];1
gx_comp[10];1
center_3[0];1
gx_comp[9];1
gx[10];1
gx_2s_comp[9];1
center_3[9];1
center_1[0];1
gx[9];1
gy_2s_comp[9];1
gy_comp[8];1
gx_comp[8];1
center_2[9];1
gx_temp[9];1
gy_comp[9];1
p1_p7[8];1
gy[9];1
p5_p3[8];1
abs_gx[9];1
center_1[9];1
gy_comp[10];1
gy_temp[9];1
gy[10];1
sum[10];1
gy_2s_comp[10];1
sum[9];1
abs_gx[10];1
sum[0];1
abs_gx[11];1
abs_gy[10];1
abs_gy[11];1
abs_gy[9];1
add_1[0];1
add_1[1];1
add_2[0];1
add_2[1];1
add_3[0];1
add_3[1];1
add_4[0];1
add_4[1];1
center_1[10];1
center_2[10];1
center_3[10];1
center_4[10];1
center_rm[10];1
center_rm[9];1
center_tm[10];1
center_tm[9];1
gx[11];1
gx_2s_comp[11];1
gx_comp[11];1
gx_temp[10];1
gy[11];1
gy_2s_comp[11];1
gy_comp[11];1
gy_temp[10];1
p0_p6[9];1
p1_p7[9];1
p2_p0[9];1
p2_p8[9];1
p5_p3[9];1
p8_p6[9];1
sum[11];1
