s0,0.966715
s1,0.911743
s2,0.911743
s3,0.967780
s4,0.920723
s5,0.920723
s6,0.721620
s7,0.721620
s8,0.954370
s9,0.850714
s10,0.850714
s11,0.954332
s12,0.873211
s13,0.873211
s14,0.543607
s15,0.543607
s16,0.721620
s17,0.543607
s18,0.866451
s19,0.781473
s20,0.849570
s21,0.758588
s22,0.721620
s23,0.543607
s24,0.060576
s25,0.060576
s26,0.894649
s27,0.689695
s28,0.224831
s29,0.060576
s30,0.012437
s31,0.024073
s32,0.103679
s33,0.060576
s34,0.361443
s35,0.086545
s36,0.085923
s37,0.280317
