,p2_p8,9,
,p2_p0,9,
,p8_p6,9,
,p0_p6,9,
,p5_p3,9,
,p1_p7,9,
,center_rm,10,
,center_tm,10,
,center_1,10,
,center_2,10,
,center_3,10,
,center_4,10,
,gx_temp,10,
,gy_temp,10,
,add_out_1,1,
,add_out_2,1,
,add_out_3,1,
,add_out_4,1,
,gx,11,
,gy,11,
,gx_comp,11,
,gy_comp,11,
,gx_2s_comp,11,
,gy_2s_comp,11,
,abs_gx,11,
,abs_gy,11,
,sum,11,
