abs_gx[9];0
abs_gy[10];0
abs_gy[9];0
add_out_1[0];0
add_out_2[0];0
add_out_3[0];0
add_out_4[0];0
center_1[0];0
center_1[9];0
center_2[9];0
center_3[0];0
center_3[9];0
center_4[9];0
center_rm[9];0
center_tm[9];0
gx[10];0
gx[9];0
gx_2s_comp[10];0
gx_2s_comp[9];0
gx_comp[10];0
gx_comp[8];0
gx_comp[9];0
gx_temp[9];0
gy[10];0
gy[9];0
gy_2s_comp[10];0
gy_2s_comp[9];0
gy_comp[10];0
gy_comp[8];0
gy_comp[9];0
p1_p7[8];0
p2_p0[6];0
p5_p3[8];0
sum[0];0
sum[10];0
sum[9];0
p8_p6[6];8
p8_p6[1];65
center_2[1];77
center_rm[1];77
gy[1];78
gy_temp[1];78
p2_p0[1];78
gx[1];81
p0_p6[1];93
gx_comp[1];112
gy_2s_comp[0];117
center_1[1];120
p5_p3[0];120
p2_p0[0];121
p0_p6[6];122
gx_2s_comp[0];123
gx_comp[0];124
center_3[1];136
p1_p7[0];136
gy_comp[0];139
center_4[1];144
center_tm[1];144
p0_p6[0];156
gy_comp[1];173
gy_2s_comp[1];176
center_2[0];179
center_rm[0];179
gx[0];179
gx_temp[0];179
gx_2s_comp[1];182
center_4[0];185
center_tm[0];185
gy[0];185
gy_temp[0];185
p8_p6[0];186
p2_p0[2];193
center_1[2];202
p5_p3[1];202
gx_2s_comp[2];205
center_4[2];224
center_tm[2];224
center_2[2];227
center_rm[2];227
gx[2];236
gx_temp[2];236
p8_p6[2];236
gx_comp[2];237
abs_gy[1];254
abs_gx[1];263
abs_gx[0];302
abs_gy[0];302
gy_2s_comp[2];311
gy_comp[2];323
gx_comp[3];380
p8_p6[3];396
p0_p6[3];401
gx_2s_comp[3];409
abs_gx[2];441
center_1[3];518
p5_p3[2];518
p2_p0[3];524
gx[3];577
gx_temp[3];577
center_2[3];580
gy_comp[3];587
gy[3];616
gy_temp[3];616
gy_2s_comp[3];642
center_3[2];733
p1_p7[1];733
gy[2];785
gy_temp[2];785
p0_p6[2];792
p0_p6[4];950
abs_gx[10];975
abs_gx[3];986
p2_p0[4];1087
abs_gy[2];1096
center_2[4];1183
center_rm[4];1183
p8_p6[4];1229
center_4[3];1231
center_tm[3];1231
abs_gy[3];1258
center_3[3];1319
p1_p7[2];1319
center_4[4];1341
center_tm[4];1341
gx_comp[4];1346
center_1[4];1411
p5_p3[3];1411
gx_2s_comp[4];1466
center_3[4];1607
p1_p7[3];1607
gx_temp[1];2307
gx[4];2405
gx_temp[4];2405
sum[3];2861
gy[4];2969
gy_temp[4];2969
gy_comp[4];3016
sum[2];3020
center_4[5];3617
center_tm[5];3617
center_1[5];3703
p5_p3[4];3703
center_2[5];3764
center_rm[5];3764
abs_gx[4];3794
center_3[5];3843
p1_p7[4];3843
center_rm[3];3855
gy_2s_comp[4];4121
gx_comp[5];4123
gy_temp[9];4186
gx_2s_comp[5];4311
sum[4];4934
abs_gx[8];5266
gx_2s_comp[8];5266
abs_gy[4];5921
sum[1];5947
p8_p6[5];8903
p2_p0[5];9161
gx[5];9513
gx_temp[5];9513
p2_p0[7];11859
p8_p6[7];11859
gy[5];12959
gy_temp[5];12959
p0_p6[5];13292
abs_gx[5];13824
gy_comp[5];14177
gy_2s_comp[5];14463
abs_gy[8];15919
gy_2s_comp[8];15921
gx[6];26678
gx_temp[6];26678
abs_gy[5];27422
gy_comp[6];36384
gy_2s_comp[6];37779
center_2[6];40597
center_rm[6];40597
center_1[6];41906
p5_p3[5];41906
gy[6];44570
gy_temp[6];44570
sum[5];45362
center_1[8];55284
center_2[8];55284
center_rm[8];55284
p2_p0[8];55284
p5_p3[7];55284
p8_p6[8];55284
gx_comp[6];56777
gx_2s_comp[6];58994
center_4[6];69089
center_tm[6];69114
center_3[6];70253
p1_p7[5];70253
abs_gy[6];82349
abs_gx[6];85672
center_4[7];179891
center_tm[7];179891
sum[6];180437
gx[7];185134
gx_temp[7];185134
center_3[7];200713
p1_p7[6];200713
p0_p6[7];286060
center_2[7];373049
center_rm[7];373049
center_1[7];385611
p5_p3[6];386282
gy_2s_comp[7];393711
gy_comp[7];407620
gy[8];428012
gy_temp[8];428012
center_3[8];510792
center_4[8];510792
center_tm[8];510792
p0_p6[8];510792
p1_p7[7];510792
gy[7];582909
gy_temp[7];582909
sum[8];612082
gx[8];913034
gx_temp[8];913034
gx_2s_comp[7];916495
gx_comp[7];920163
abs_gy[7];976620
abs_gx[7];1101629
sum[7];1825800
