var,size,bit,cluster,score
a,8,6,0,0
a,8,7,0,0
b,8,6,0,0
b,8,7,0,0
b,8,0,1,3
b,8,1,1,3
a,8,0,2,4
a,8,1,2,4
a,8,2,3,22
b,8,2,3,23
a,8,3,4,49
b,8,3,5,60
a,8,4,6,77
b,8,4,7,141
a,8,5,8,183
b,8,5,9,306
