s26,16,0
s0,33,0
s3,43,0
s1,57,0
s2,57,0
s4,64,0
s5,64,0
s18,67,0
s20,78,1
s27,83,1
s16,116,1
s22,116,1
s6,116,1
s7,116,1
s8,412,2
s11,439,2
s19,498,2
s21,498,2
s12,2521,3
s13,2521,3
s10,2565,3
s9,2565,3
s34,3628,4
s14,3807,5
s15,3807,5
s17,3807,5
s23,3807,5
s24,3810,5
s25,3810,5
s29,3810,5
s33,3810,5
s32,6547,6
s31,8567,7
s30,13925,8
s28,16869,9
