unsigned int x,unsigned int y,unsigned int theta1,unsigned int theta2
2859045513,3499182705,      3672,     16260
2930143908, 562839051,      2322,     35395
3173805691,1016873907,      6817,     28709
1445191998,1274211956,      5676,     36794
 157494526,1894507559,      7999,     40058
 780863065,1652929859,      4866,      6568
2521161867,3325079421,      4026,     24234
 562589675,4108246327,      9526,     39581
2067976644, 162901484,      9225,     34481
3756931540, 474850285,     45234,     59438
3068243574, 655345383,     33915,     33888
 776837039,4254302659,     14749,     28248
 443421929,1126492728,      6654,     45600
1354384907,1952013950,     15464,     37746
3286358195, 552075821,     16624,     25987
 997853765, 701961187,     12200,     47446
3594181662,2684008571,     16587,     45860
3083207903,3351439349,      9092,     48572
1321782275,2383680072,     11584,     22972
 215583745, 435637027,     10364,     33251
 448050679,3452577086,      3511,     15644
2999060170,3772114739,      3704,     25535
1241943823,1733759948,      3672,     37921
1042308921, 225843413,      6882,     22167
3762070374,2107103710,       368,     47897
3571745085,2151857414,     10431,     38962
3443310389,1714898744,     10364,     39512
1181918927,1129115931,     33420,     33138
3673997499,  78690375,     10263,     48829
1790118352, 400503655,      9459,      5890
3973408656,2976399431,     15248,     35431
3621724159,2728497404,       240,     27481
 145140812,3659935886,      2226,     44884
2531770213,3159597392,        48,     23755
 690306172,2085201541,     12613,     50336
3161854358,4056590313,      4123,     38026
3825991620, 885323674,      1136,     36900
 975455191,  12848257,      5936,     35792
2070252287,4257831996,      1136,     46185
 385358362, 119336558,      7736,     29533
3817100361,3673967406,       400,     49759
3819344215,1626728246,      5319,     39717
1635699655,2924832079,      9726,     19066
4215009547, 511235643,      4381,     47639
1292444659, 925778637,      3639,     33514
 228510502,1832600463,     18032,     16593
4123919328,1543898147,     17509,     11414
 734404669,3954544328,      9259,     29123
3112842285,3915411079,      3093,      9913
1712013328,3703548444,     10095,     22421
2414927258,2818228170,      7769,     27438
2987752656,  72924080,     20219,     30780
1143598650,3311217614,      7999,     35936
2462414301,1811928704,      8197,     17431
3798501731,1661478852,     31161,     32339
1234452848, 476366340,     14891,     43506
1244925915,2760653868,     11175,     43835
 449389436, 582765767,     23819,     28625
3931630924,4090209181,     35689,     42446
3964081206, 107639085,      8495,     36080
2249089489, 281589216,      5449,     44065
4153533199, 171846604,     11345,     31683
3625298090, 386363581,      4316,     45340
 893038340,2922927357,      6327,     34701
1857780712, 501414195,      4381,     40093
1358299506,1754710804,     30242,     44818
3340495754,2575529941,      3253,     15434
 152635910,1801010830,      3446,     37606
 898512240, 335177283,      2386,     36116
 535256910,2727798237,     27238,     26077
1263073883, 225340010,       560,     21070
 483036527, 620791850,      5936,     29205
1123566458,3141028742,      2514,      9805
 131032956, 416095030,      7079,     47768
1127971006,1826980091,      4543,     40602
2098458650, 783058407,      3929,     23317
3347471998, 627300736,     25529,     11600
2759084103,3538580401,      4543,     44426
1224296707,2352979964,      7341,     18654
2623507255,1342423169,     13761,     45340
3414404977,3449366388,      1969,     38893
3830177961,4035241013,      3897,     47284
 284482020, 799620064,      4898,     42579
3344391686,3787478854,      4866,     44949
2510246223,2872024526,      2547,     27352
 453109041,1515149481,     30031,     23219
1802911739, 495356940,      7144,     24376
3937454366,1232337599,      2868,     45990
3434200401,3060628265,     11074,     41813
1567350042,1595124004,      3318,     23219
2834478533,2955575462,       656,     40838
 625151666,2850450210,     29459,     24139
1357363600,3422707973,     41998,     28750
  46517820, 188867203,     11074,     10838
1843178589,2987569379,      4995,     33214
1068038012, 724305499,      5254,     34994
3249806508,4128699201,      5839,     38720
1143590582,4133826931,      9225,     31292
 888441131, 811681726,      8826,     12914
2648629987,2498846464,      7341,     21858
 477313179,2620622490,      3382,     47961
 602642121,3294355393,      5871,     49695
 485380726,3225101994,      8230,     28079
 599723742,2343311701,       656,      9474
3830929179, 300495848,      1360,     24139
 862116175,1788987715,       688,     46412
3437103838,3748949190,      4543,     16790
3300970405, 719152883,      3253,     37077
 177534229,2627979011,       624,     43539
 169233714,1077061354,      9359,     41175
1261224316, 499710168,       400,     14639
3418225103, 843526190,      3672,     22218
1530539752,1074822830,      9225,     37254
 420384854,3080783041,       688,     26786
1131589368,1667312144,     13621,     12491
2687145726, 824553887,     14785,     46638
3321940157,2751172322,      4704,     38061
1200859555, 551201811,      3093,     23170
3204254367,1132095402,      3221,     49150
3727357465, 774727810,      5157,     13325
1948250277, 541371196,      2226,     34628
3087771099,2151412558,     10129,     26345
1681968948,1136165985,     26303,     11508
 952905330,1012757338,      2450,     13802
 526558510,3865695103,     11074,     24376
3989879991,3008080009,      4543,      1774
3230437212,3567292282,      2771,     23947
 915159976,4030396772,      4704,     28958
3352335496,3046094117,      1905,     39272
1676583318,2219015146,     13866,     10739
2479085122,4229460357,      2001,     10739
2494028971,2535983939,      4672,     30819
4205317377,3046644941,        48,     42046
2653833041,3290025147,      4931,     36080
 262064895, 803181841,      4381,     43440
2944881766,1005233916,      1136,     29655
1074919061,1090984099,      6686,     41377
2380495181,1210738913,     19018,     50848
1366082856,2169154450,     11379,     36188
2155414340,3765278651,      4898,     16125
3240774136,3644049002,     17176,     38165
2781224200,1170421031,      8362,     30740
 859026322, 144709689,      1168,     48893
 380803273,3432648082,      5060,     42911
1366857031,2744106615,       304,     28248
4132178634,1050848252,     10634,     15644
1663818516,1373020672,       624,     36865
2697851802,3023722465,      3286,     42977
1537256728, 235337436,      1905,     22116
3939399590, 471485940,      2996,      7328
2692983090,4183386563,       432,     38478
1940162794,2102275252,       816,     26434
3776854478,1721319942,      3318,     42146
 809240126, 817577080,      7046,     41612
 656209711,2429129020,      1585,     51232
1281689692,3917227510,      2964,     43901
1672593202, 312438434,     17028,     22972
 430048204,1059597362,      9693,     38893
 521195414,2644841121,      8429,     26167
2840803653,1576657969,     28699,     27994
3116552649,2797541634,      4187,     32759
 714736342,4255860627,      3157,      7182
1214626549,2501215142,      9559,     36474
 892010516,1629026896,      8164,      8278
3125304195,3366055290,      5287,     15783
1197625726,1578625607,     32406,      9805
 622568596,1779612762,      6850,     35140
 774922977, 209950625,     10972,     48540
1493492735,2037638100,      2547,      7034
2000913535,2930747584,     10667,     36080
3431531853,3538487353,     28799,     31566
1174088046,1513721578,     12234,     10437
2074383503,1851036518,       368,     48154
 539881738,2336168011,     16041,     55176
 129947089,3737909102,      4834,     28792
3456727757,1626995575,      3157,     11130
 323724745,1684695427,      1777,     37395
3790893956, 517358002,      3962,     19240
3010471365,1076729122,      7703,     49214
2648482052,2097908655,     31106,     42944
2026197834,1010152341,     21898,      9014
1753336444,1171608037,      4866,     20256
4097018860,2099042534,      2547,     32949
3468560345, 360229107,      8660,     42878
1004813942, 292424371,      5417,     39203
1816254182, 236469323,     34359,     27179
1020348241,2211907447,       336,     10125
1899227013,1223623972,      1585,     41645
 252709987,   4500752,      3865,     50560
 738663844, 222641901,       624,     18295
 354797906,2526945186,     27238,     43966
4081597510,3523132491,      1296,     30101
2443768629,1184222481,      7177,     42346
2911874875,1400613785,     24729,      7471
2287843870,3045909014,      6132,     18832
3931722192, 106252610,      4349,      7611
 447937605,2495286051,     18980,     25077
 674737434,4189353371,      5644,     49022
1376344509, 339771886,      3929,     48411
 818840955,3892296699,     12063,     47123
2494888776, 736671078,      1328,     44851
 154534742,1089762349,      5741,     48058
3108519620, 753375819,       752,     43703
1173606392,3152066118,      1777,     15852
3456784377,4093253369,      8197,     45340
4273712699,4186506656,     12200,     24752
 766019813, 813585539,     22143,     35648
 284581303,2388117511,      9793,     49599
 834874370,2768996747,     15932,     28584
2078943677,2623490472,      3768,      9014
1043959241,1312059154,      1777,     36044
 933347413,4113605173,      5611,      2290
1810946770,2736966563,     44904,     29247
4155792166,4057395220,      2450,      6238
1289309478,2168607730,      3318,     43506
1399943954, 719839002,      3543,     30899
3534405797,1500010273,      2643,     21806
2577710517,3218142743,      2194,     26389
1643550418,2329766619,      3994,     25897
 513131337,1218542958,      4931,     45893
1822356000, 861740574,      4736,     20201
3838183292,2475419529,     10330,     28584
4233451448,2923934797,      9292,     50912
 824106846, 854220663,      3253,     47736
