,gy_temp,10,6,,,8,490.9471
,p2_p0,9,8,,,8,535.2773
,center_1,10,8,,,8,537.1033
,p5_p3,9,7,,,8,537.1033
,abs_gy,11,6,,,8,563.0898
,p8_p6,9,8,,,8,565.2463
,center_2,10,8,,,9,581.8282
,center_rm,9,8,,,9,581.8282
,gx,11,8,,,9,612.3490
,gx_temp,10,8,,,9,612.3490
,sum,11,6,,,9,638.4037
